DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
PANIPAT,1924,66.8,19.5,3.8,0,7.4,13.7,109.2,173.2,430.5,85.1,4.6,8.4,922.2,86.3,11.2,726.6,98.1
PANIPAT,1925,,,0,8.6,7.4,202.2,408.3,233.7,6.4,17,16.8,0,,,16,850.6,33.8
PANIPAT,1926,6.4,23.1,73.7,15.7,53.6,11,158.1,178.4,41,0,0,0,561,29.5,143,388.5,0
PANIPAT,1927,0,60.2,28,31.8,,46.5,93.3,127.8,67.6,63.5,0,28.5,,60.2,,335.2,92
PANIPAT,1928,23.1,37.1,0,0,7.1,6.6,231.6,62.2,27.9,1.8,22.6,8.9,428.9,60.2,7.1,328.3,33.3
PANIPAT,1929,26.1,0,0,31,0,36.6,166.7,154,0,4.1,0,58,476.5,26.1,31,357.3,62.1
PANIPAT,1930,36,7.2,0,0,5.8,148.1,226.2,29.9,10.7,0,0,0,463.9,43.2,5.8,414.9,0
PANIPAT,1931,0,30.2,29.5,0,8.6,21.1,197.3,188,169.8,3.6,0,0,648.1,30.2,38.1,576.2,3.6
PANIPAT,1932,0,2.3,45.9,0,0,46.3,212.7,115.1,271.8,0,0,33.8,727.9,2.3,45.9,645.9,33.8
PANIPAT,1933,0,22.1,17.3,10.9,70.6,203.9,110.2,182,405.8,47.2,0,7.1,1077.1,22.1,98.8,901.9,54.3
PANIPAT,1934,25.2,1.3,32,0,3,28.5,168.8,245.8,8.4,0,0,8.1,521.1,26.5,35,451.5,8.1
PANIPAT,1935,38.6,41.6,15,13.2,0,5.8,131.6,247.4,99.1,19.8,2,24.1,638.2,80.2,28.2,483.9,45.9
PANIPAT,1936,1.8,11.7,10.2,0,2.5,294.1,190.2,66.1,100.3,1,0,28.1,706,13.5,12.7,650.7,29.1
PANIPAT,1937,0,85.6,0,48.3,0,8.8,209.7,33,129.8,0,0,14,529.2,85.6,48.3,381.3,14
PANIPAT,1938,,10.7,0,3.1,3,62.8,31.8,41.5,0,20.3,0,0,,,6.1,136.1,20.3
PANIPAT,1939,0,27.6,7.4,0,0,50.9,60.3,7.6,44,0,0,0,197.8,27.6,7.4,162.8,0
PANIPAT,1940,26.9,36.4,14.3,2.8,0,29.5,189.6,180.4,12.7,0,0,0,492.6,63.3,17.1,412.2,0
PANIPAT,1941,47.8,8.9,4.6,0,24.1,157.5,64.8,95.3,35,0,0,0,438,56.7,28.7,352.6,0
PANIPAT,1942,40.6,104.6,7.6,16.3,6.9,18.5,321.4,245.1,74.3,0,0,27.9,863.2,145.2,30.8,659.3,27.9
PANIPAT,1943,41.9,3.3,0.3,7.1,0,10.2,152,153.7,67.6,0,0,0,436.1,45.2,7.4,383.5,0
PANIPAT,1944,18.8,21.7,8.3,63.7,0,86.8,207.4,60.2,147,30.5,0,0,644.4,40.5,72,501.4,30.5
PANIPAT,1945,25.5,0,0,9.4,15,2.3,131.8,99.7,243,5.6,0,0,532.3,25.5,24.4,476.8,5.6
PANIPAT,1946,0,6.7,0,3.8,12.4,42.4,129.7,143.5,32.6,6.9,0,0,378,6.7,16.2,348.2,6.9
PANIPAT,1947,17,19.5,29,0,2,0,,44.4,508.5,0,0,0,,36.5,31,,0
PANIPAT,1948,6.4,30.2,14.5,0,2,20.8,230.3,389.5,0,0,0,0,693.7,36.6,16.5,640.6,0
PANIPAT,1949,0,21.8,1.5,0,0,0,300,57.2,58.9,0,0,0,439.4,21.8,1.5,416.1,0
PANIPAT,1950,21.1,11.7,44.7,0,6.9,7.8,280.2,247.8,60.9,0,0,0,681.1,32.8,51.6,596.7,0
PANIPAT,1951,6.6,0,15.5,3,1.8,0,64.3,149.2,67.6,0,0,0,308,6.6,20.3,281.1,0
PANIPAT,1952,0,0,15,3.8,0,46.4,114.9,584.3,0,0,0,13,777.4,0,18.8,745.6,13
PANIPAT,1953,84.8,0,0,0,0,110.8,264.4,97.3,103,0,0,0,660.3,84.8,0,575.5,0
PANIPAT,1954,36.5,144.5,16.3,0,9.4,10.2,79.6,44.4,180.4,71.7,0,0,593,181,25.7,314.6,71.7
PANIPAT,1955,75.4,0,1.8,11.7,12.7,19.8,137.9,198.3,349.8,150.6,0,2,960,75.4,26.2,705.8,152.6
PANIPAT,1956,8.4,7.1,22.7,0,0,69.6,165.2,168,10.9,260.6,5.6,0,718.1,15.5,22.7,413.7,266.2
PANIPAT,1957,52.6,0,40.9,8.1,0,0,276.5,130.9,143.8,45.6,6.9,17.8,723.1,52.6,49,551.2,70.3
PANIPAT,1958,8.1,0,10.6,0,9.9,8.1,225.8,609.5,252.6,28.5,0,36.6,1189.7,8.1,20.5,1096,65.1
PANIPAT,1959,40.3,3.1,4.8,0,9.4,67.8,29.3,193.2,199.6,0,66.8,0,614.3,43.4,14.2,489.9,66.8
PANIPAT,1960,6.7,0,20.1,3,2.1,24,418.3,339.7,7.2,64.4,0,5.2,890.7,6.7,25.2,789.2,69.6
PANIPAT,1961,75.3,18.8,0,0,14.3,135.8,425.3,248.2,34.9,36.2,0,4.7,993.5,94.1,14.3,844.2,40.9
PANIPAT,1962,46.8,16.2,6,0,0,23.2,42,45.6,240.8,0,7.2,11.8,439.6,63,6,351.6,19
PANIPAT,1963,0,7.7,0,4.3,9.4,107.6,91,439.1,129.4,0,0,0,788.5,7.7,13.7,767.1,0
PANIPAT,1964,5.4,0,0,0.2,21.4,0,596.9,407.2,99.2,0,0,15.8,1146.1,5.4,21.6,1103.3,15.8
PANIPAT,1965,11.4,0,0,25.8,13,0,114.4,297,9.5,4.8,0,0,475.9,11.4,38.8,420.9,4.8
PANIPAT,1966,,,,,,,,,,,,,,,,,
PANIPAT,1967,,,,,,,,,,,,,,,,,
PANIPAT,1968,26.2,12,12.7,0,0,43.2,307.7,166.8,0,2.2,0,0,570.8,38.2,12.7,517.7,2.2
PANIPAT,1969,0,0,15.8,4.3,0,0,49.1,134.1,162.8,0,0,0,366.1,0,20.1,346,0
PANIPAT,1970,49,7.2,6.6,0,18.3,103.3,7.6,65.7,43.1,0,0,0,300.8,56.2,24.9,219.7,0
PANIPAT,1971,,,0,8.7,,73.5,118,,66,8,0,0,,,,,8
PANIPAT,1972,0,14.5,0,5,0,25.2,276.4,184.3,0,16.5,42.2,8.1,572.2,14.5,5,485.9,66.8
PANIPAT,1973,11.5,2,0,0,0,79,49.6,252.6,3.3,0,0,,,13.5,0,384.5,
PANIPAT,1974,0,0,0,9.1,0,12.5,78.6,81.8,16.1,0,0,0,198.1,0,9.1,189,0
PANIPAT,1975,23.4,0,0,0,0,76.2,131.6,125.8,88.4,19.8,0,0,465.2,23.4,0,422,19.8
PANIPAT,1976,1.8,56.4,2.5,3.8,28,77,176.1,439.5,89.3,0,0,0,874.4,58.2,34.3,781.9,0
PANIPAT,1977,24.4,0,0,5,55.8,46.2,306.6,102,52.9,12,0,9.4,614.3,24.4,60.8,507.7,21.4
PANIPAT,1978,0,18.2,49.3,0,0,105.2,258.7,224.9,161.2,,0,0,,18.2,49.3,750,
PANIPAT,1979,30.2,39.9,,,,24.1,165.6,24.5,8.1,0,0,7.6,,70.1,,222.3,7.6
PANIPAT,1980,19.1,0,18.3,0,0,133.9,460.6,32.2,83.8,18,0,28.4,794.3,19.1,18.3,710.5,46.4
PANIPAT,1981,29.5,14.9,19,0,0,5.6,169.5,101.5,14,0,42.9,0,396.9,44.4,19,290.6,42.9
PANIPAT,1982,23.5,13.5,147.7,49.1,51.7,19.8,89.4,71.4,0,0,0,8.1,474.2,37,248.5,180.6,8.1
PANIPAT,1983,21.6,2,5.8,158.1,0,18.3,204.8,109,93,19.8,0,10.9,643.3,23.6,163.9,425.1,30.7
PANIPAT,1984,0,22.4,0,0,0,14.2,150.8,214.1,54.5,0,0,0,456,22.4,0,433.6,0
PANIPAT,1985,0,0,0,17.8,0,49,196.6,114.5,21.8,35.6,0,11.8,447.1,0,17.8,381.9,47.4
PANIPAT,1986,0,37.1,11.4,0,33.5,238.3,11.1,142.4,71.1,0,0,6.9,551.8,37.1,44.9,462.9,6.9
PANIPAT,1987,1.8,33.5,10.6,,23.1,28.9,33,,0,0,0,12.2,,35.3,,,12.2
PANIPAT,1988,0,15.2,17.8,3.3,0,,303.8,370.2,221.8,0,0,,,15.2,21.1,,
PANIPAT,1989,59,0,23.6,0,0,60.3,80.3,298.1,4.6,0,0,,,59,23.6,443.3,
PANIPAT,1990,,,,,,,,,,17.8,12.7,37.6,,,,,68.1
PANIPAT,1991,0,25.8,1,27.9,14.3,45.6,49.6,215.3,20.6,0,0,24.2,424.3,25.8,43.2,331.1,24.2
PANIPAT,1992,0,12.7,0,0,0,36.2,111.8,274.6,52.4,0,5.1,0,492.8,12.7,0,475,5.1
PANIPAT,1993,7.7,32.7,31,1.3,19.1,129,310.2,8.9,216.5,0,0,0,756.4,40.4,51.4,664.6,0
PANIPAT,1994,18.2,18.8,2.8,7.5,12.5,40.1,354.9,256.3,12.8,0,0,0,723.9,37,22.8,664.1,0
PANIPAT,1995,57.8,9.5,3.5,3.3,0,52.1,138,380.8,229.5,0,0,0,874.5,67.3,6.8,800.4,0
PANIPAT,1996,23.5,49,6,0,,53,74,329.3,123,17,0,0,,72.5,,579.3,17
PANIPAT,1997,9,0.2,12.5,54.5,28,77.5,169,216.5,96.5,87.5,24,57,832.2,9.2,95,559.5,168.5
PANIPAT,1998,0,26,30,3.5,10.5,68,155.8,155,97.5,97,8,,,26,44,476.3,
PANIPAT,1999,37.5,0,0,0,19,80,104,40,99,0,0,0,379.5,37.5,19,323,0
PANIPAT,2000,22,59,0,0,7,79,140,77,18,0,0,0,402,81,7,314,0
PANIPAT,2001,24,5,12,18,0,146,105,100,16,2,0,0,428,29,30,367,2
PANIPAT,2002,44,40,6,0,27.5,25,7.5,50,119,0,0,1,320,84,33.5,201.5,1
PANIPAT,2003,16,22,0,0,18,24,87,81,98,0,0,6,352,38,18,290,6
PANIPAT,2004,49,0,0,10,26,34,21,325,71,31,0,0,567,49,36,451,31
PANIPAT,2005,16,22,53,0,5,15,38,71,296,0,0,0,516,38,58,420,0
PANIPAT,2006,3,0,30,0,2,90,243,20,19,0,0,,,3,32,372,
PANIPAT,2007,0,56,27,4,8,75,49.5,40,85,0,0,0,344.5,56,39,249.5,0
PANIPAT,2008,0,2,0,2,45,,193.6,132,141,,7,0,,2,47,,
PANIPAT,2009,3,10,1,18,,11,208,86,160,0,0,,,13,,465,
PANIPAT,2010,6,14,0,0,28,49,219,250,255,0,0,8,829,20,28,773,8
