DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
KAITHAL,1979,27.4,56.5,,,,28.4,157.5,27.6,19.5,0,0.5,6.3,,83.8,,233,6.8
KAITHAL,1980,3.1,0,18.2,0,2.6,51.6,269.5,117.2,64.6,10.5,5.3,41.4,584,3.1,20.8,502.9,57.2
KAITHAL,1981,24.8,12.4,54.6,0,9.7,65.3,118.9,74.1,24.4,0,57.4,0,441.5,37.2,64.3,282.7,57.4
KAITHAL,1982,16.1,15.7,60.8,11,31.2,3.6,67.8,19.3,0,0,0,3.7,229.1,31.8,102.9,90.7,3.7
KAITHAL,1983,27.9,1,9.2,122.6,18.1,3,72.6,144.5,20.3,0,0,0,419.2,28.9,149.9,240.4,0
KAITHAL,1984,0,15.7,0,0,0,23.1,182.1,60.2,74.8,0,0,0,355.9,15.7,0,340.2,0
KAITHAL,1985,,0,0,0,0,0,164.3,132,2.3,9,0,,,,0,298.7,
KAITHAL,1986,0,,50.3,,,,75.7,,,,,,,,,,
KAITHAL,1987,,,,,,,,,,,,,,,,,
KAITHAL,1988,,,,,,,,,,,,,,,,,
KAITHAL,1989,,,,,,,,,,,,,,,,,
KAITHAL,1990,,,,,,,,,,17.7,6.3,6,,,,,30
KAITHAL,1991,0,15.3,7.3,24,6.7,100.7,42.2,183.5,2.3,0,0,37.7,419.6,15.3,38,328.6,37.7
KAITHAL,1992,14.7,33.3,0.3,0,20.3,4,138.7,119,35,0,8.3,0,373.7,48,20.7,296.7,8.3
KAITHAL,1993,0.7,18.7,4.7,0,0,35,328.2,11,62,0,0,0,460.2,19.3,4.7,436.2,0
KAITHAL,1994,14.7,19.3,2.7,2,6.7,33,341.5,235.3,42.7,0,0,0,697.8,34,11.3,652.5,0
KAITHAL,1995,23.3,49.7,6,7.7,0,50.8,105.2,273,261.1,0,0,0,776.8,73,13.7,690.1,0
KAITHAL,1996,19.4,33.8,23.1,0,0,49.3,49.1,146.1,109.6,21.8,0,0,452.1,53.2,23.1,354,21.8
KAITHAL,1997,9.7,5.9,21.1,30.2,26.9,9.4,131.2,327.7,27.3,47.3,11.2,26.7,674.8,15.7,78.3,495.7,85.2
KAITHAL,1998,0,27.4,16,0,2.7,55.2,111,200,157.3,105.5,3.1,,,27.4,18.7,523.4,
KAITHAL,1999,35.5,0.7,0,0,20,42,103.7,13,5,0,0,0,219.8,36.1,20,163.7,0
KAITHAL,2000,25.3,47.1,0,0,26.3,140.4,96.8,21,17,0,0,0,373.9,72.3,26.3,275.2,0
KAITHAL,2001,51.1,0,5.7,28.2,15.8,186.3,84,104,0,1.3,0,0,476.4,51.1,49.7,374.3,1.3
KAITHAL,2002,1,60.8,25.5,0,38,0,15.7,60.7,198,0,0,16.5,416.1,61.8,63.5,274.4,16.5
KAITHAL,2003,7.5,19.5,5,0,1,38.5,271.5,137,12.5,0,0,,,27,6,459.5,
KAITHAL,2004,32.5,0,0,24.5,42,96.5,0,319.5,1,15.5,0,0,531.5,32.5,66.5,417,15.5
KAITHAL,2005,16,29.5,36,0,0,62.5,225,44,226.5,0,0,0,639.5,45.5,36,558,0
KAITHAL,2006,0,0,14,0,45,19,60,33,39,0,0,,,0,59,151,
KAITHAL,2007,0,65,48,0,9.3,63.3,86.3,53.3,70.7,0,0,0,396,65,57.3,273.7,0
KAITHAL,2008,0,0,0,9.2,76,,31,120,237.3,,4,0,,0,85.2,,
KAITHAL,2009,4.7,5.3,7.3,22,,0.7,116.3,10,61.3,3,0,,,10,,188.3,
KAITHAL,2010,1.3,2.3,0,0,0,43.3,181.3,146,178,0,0,16.3,568.7,3.7,0,548.7,16.3
