DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
GURGAON,1918,11.5,0,8.6,7.6,0,54.5,12.2,123.2,1.5,0,0,0,219.1,11.5,16.2,191.4,0
GURGAON,1919,68,0.3,5.9,0,2.6,4.3,184.2,234.4,43.1,0,3.8,12.9,559.6,68.4,8.6,466,16.7
GURGAON,1920,5.2,3,18.9,0,26.1,84,171.6,22.6,4.8,0,0,0,336.2,8.2,45,283,0
GURGAON,1921,24.1,0,0,0.7,0,36.1,120.7,269.9,133.4,4.6,0,0.2,589.6,24.1,0.7,560.1,4.8
GURGAON,1922,7.4,0.3,0,5.8,0,73.1,77.3,54.6,228,0.1,0,38,484.6,7.6,5.8,433.1,38.1
GURGAON,1923,3.1,27.4,0,0,4.2,16.3,146.5,181.2,7.6,0.2,0,35.2,421.7,30.4,4.2,351.6,35.4
GURGAON,1924,36.4,32.3,0,0,7.5,23.4,60.9,267.4,262.8,50.4,0.5,9.8,751.5,68.7,7.5,614.5,60.7
GURGAON,1925,1.2,0,0,0,10.9,133.4,215.3,121.6,2,0.3,12.6,0,497.3,1.2,10.9,472.3,12.9
GURGAON,1926,1.9,0,30.6,3.4,34.6,15.2,299.5,247,60.1,0,0,0,692.2,1.9,68.6,621.7,0
GURGAON,1927,0,22,18.5,18.3,17.6,12,117.5,247.1,21.5,11,0,20.4,505.9,22,54.4,398.1,31.4
GURGAON,1928,11.5,19.3,6.8,1.5,4,22,94.9,28.3,13.1,35.6,11.2,24.6,272.8,30.7,12.3,158.3,71.4
GURGAON,1929,9.8,0,0,12.4,4.5,8.5,145.7,119.6,29.7,0,0,9,339.2,9.8,16.9,303.5,9
GURGAON,1930,43.4,3.1,0,0,4.5,41.3,323,79.4,17.1,4.5,0,0,516.2,46.5,4.5,460.8,4.5
GURGAON,1931,0,14.2,16.4,0.8,4.8,12.5,177.3,61.7,104,33.7,0,0,425.4,14.2,22,355.4,33.7
GURGAON,1932,0,0,16.8,10.3,1.4,1.1,77.4,125,159,0,0,0.2,391.2,0,28.5,362.5,0.2
GURGAON,1933,0.5,16.2,4,5.1,89.5,243.8,76.6,226.2,346.5,13.8,0,1.1,1023.2,16.7,98.6,893,14.9
GURGAON,1934,16.6,2.4,45,0,0,53,79,249.3,8.5,0,0,7.2,461,19,45,389.8,7.2
GURGAON,1935,21.7,15.3,2.5,18.7,3,1.4,211.5,110,130.2,2.6,3.5,2.9,523.1,37,24.1,453.1,9
GURGAON,1936,4.7,17.9,13.7,1.2,2.5,177,166,245.8,85.4,0,1.1,13.1,728.5,22.6,17.4,674.3,14.2
GURGAON,1937,0,37.4,2,5.2,17.7,49.7,107.7,64.2,76.5,0,0.2,1.9,362.6,37.4,25,298.1,2.1
GURGAON,1938,26.4,0.4,0,0,5.5,54.3,133.3,65.9,6.5,5.3,0,0,297.7,26.9,5.5,260,5.3
GURGAON,1939,0.8,36.2,4.4,0,0.9,64.9,75.3,69.2,124.1,1.7,0,0,377.4,37,5.2,333.5,1.7
GURGAON,1940,26,31.8,13.3,3.2,1.9,19.3,140.6,179.5,7.2,0,0,0,422.8,57.8,18.4,346.6,0
GURGAON,1941,56.5,2.8,3.9,0,13.7,101.5,14.8,115.7,96.9,1.8,0,8.3,415.7,59.3,17.6,328.8,10
GURGAON,1942,14.1,21,0,3.6,5.6,46,360.4,170.3,141,0,0,6.8,768.7,35,9.2,717.7,6.8
GURGAON,1943,12.4,0,1.7,9.9,1.1,25.3,132.6,180.4,184.9,0,0,0,548.3,12.4,12.7,523.3,0
GURGAON,1944,27,15,76.2,47.2,0,60.4,208.7,39.5,47.8,32.4,0,0.2,554.2,42,123.3,356.3,32.6
GURGAON,1945,26.8,0,0,1.9,17.3,48.2,119.6,137.3,240.6,0,0,0,591.7,26.8,19.2,545.7,0
GURGAON,1946,0,1.3,0,1,29,85.8,97.2,121.6,29.4,25.6,0,3,393.9,1.3,30,334,28.6
GURGAON,1947,11,10.7,5.2,0.2,1.1,14.9,,125.7,216.9,5.4,0,19.8,,21.7,6.5,,25.3
GURGAON,1948,44.4,27,10,0,7.2,7.2,285.7,182.6,79.3,7.5,0,0,650.9,71.4,17.2,554.8,7.5
GURGAON,1949,1.6,13.2,0,0,6.7,11.5,474.6,18.1,86.9,0,0,0,612.5,14.8,6.7,591.1,0
GURGAON,1950,6.1,1.9,16.2,0,3.7,21,205,129,125.8,0,0,0,508.9,8,19.9,480.9,0
GURGAON,1951,15.3,0,31.6,11,0.3,13.6,55.9,119.8,73.8,0,22.8,0,344.2,15.3,42.8,263.2,22.8
GURGAON,1952,2.3,13.2,9.1,3.1,0.3,44.8,101.4,319.8,0,0,0,0,494,15.5,12.5,466,0
GURGAON,1953,26.6,0,0,3,0.9,57.2,280.2,176.6,20.8,7.6,0,0,573,26.6,4,534.8,7.6
GURGAON,1954,21.1,80,9.7,0,2.5,7.5,132.4,26.5,94.6,121.5,11.1,0,506.9,101,12.2,261,132.6
GURGAON,1955,1.7,0.4,0,0,5.5,69.8,79.7,174.6,103.4,44.8,0,0.7,480.6,2.1,5.5,427.6,45.4
GURGAON,1956,13.6,0.2,10.7,0,1.4,28.1,304.9,99.5,25.2,183.8,5.5,1.4,674.4,13.8,12.2,457.7,190.7
GURGAON,1957,26.2,3.2,19.9,0,1.3,18.3,206.6,89.3,232.3,26.3,0.3,23.3,646.9,29.4,21.2,546.4,49.9
GURGAON,1958,2.5,0.3,7.3,3.5,1.3,25.3,177.2,174.4,247.4,23,0.9,0,663.1,2.8,12.1,624.3,24
GURGAON,1959,29.4,0,0,0,1.9,14.1,73,103.4,97.8,35.7,2.9,2,360.1,29.4,1.9,288.2,40.6
GURGAON,1960,1.1,0,11.3,0,0,8.4,220.7,358,4.1,35.8,0,0,639.4,1.1,11.3,591.2,35.8
GURGAON,1961,14,31.9,0,5.7,3.4,34.8,84.6,429.5,36.2,53.8,2,5.9,701.7,45.9,9.1,585,61.7
GURGAON,1962,32.5,15.3,5.7,14.3,1.9,18.5,163.7,162.2,106.2,0,0.1,9.4,529.5,47.7,21.8,450.6,9.4
GURGAON,1963,0,13.1,0,1.7,6.3,40.8,57.3,354.6,130.3,0,6.9,13.3,624.3,13.1,8,583,20.2
GURGAON,1964,0,0.3,0,0.6,11.8,8.3,405.8,161.5,170.2,22,1.1,5.5,787.1,0.3,12.5,745.7,28.6
GURGAON,1965,4.4,5.9,0,6.3,1.1,2.5,108.6,211,130.4,5.2,0,0,475.5,10.3,7.4,452.6,5.2
GURGAON,1966,2,16.7,0,,88.9,87.9,,211.4,54.5,15.5,,0,,18.7,,,
GURGAON,1967,0,,27.4,2.2,0,9.5,224.6,,198,,13.5,,,,29.6,,
GURGAON,1968,12,2.1,1.3,0,2.9,12.7,197.5,76.5,0,0,0,0,304.9,14,4.2,286.7,0
GURGAON,1969,0,2.3,6,0.5,13.9,9.8,185.4,195.9,209.7,0,0,0,623.4,2.3,20.4,600.8,0
GURGAON,1970,9.3,35.7,6.9,0.3,5.5,51.3,71.8,253.2,97.8,0.7,0,0,532.5,45,12.7,474.1,0.7
GURGAON,1971,11.7,6.8,1.4,6.6,76.9,32.8,169.8,,106.4,7.3,0.4,0,,18.5,85,,7.7
GURGAON,1972,14.6,8.4,2,5.9,0,19.4,172.3,268.7,17.6,5.8,40,0,554.6,23,7.9,478,45.8
GURGAON,1973,19.1,4,0.4,0,13.3,18.9,118.8,289.8,43.8,10.8,0,14.7,533.6,23.1,13.7,471.3,25.5
GURGAON,1974,0,0,1.3,0,2.6,23,201,96,11.7,9.6,0,3.3,348.7,0,3.9,331.8,13
GURGAON,1975,19.5,0,26.4,4.2,6,79,182.5,257.3,93.6,12,0,0,680.4,19.5,36.6,612.4,12
GURGAON,1976,0.2,32.7,1,0.1,22,35.5,205.6,271.4,40,0,0,0.1,608.5,33,23,552.4,0.1
GURGAON,1977,16.8,6,0,26.7,17.3,49.5,528.7,144.2,45,0,0,0.6,834.6,22.7,43.9,767.3,0.6
GURGAON,1978,0,12.8,6.3,1.7,0,82.7,152.2,242.2,122.1,0,0,0.7,620.7,12.8,8,599.2,0.7
GURGAON,1979,8.4,26,32.6,2.2,,37,200.9,52.2,16.3,5.4,0,3.6,,34.3,,306.4,9.1
GURGAON,1980,2.2,4.7,21.2,0,4.1,31.9,199.2,89.6,114.1,5.2,0.8,5.1,478,6.8,25.2,434.9,11.1
GURGAON,1981,16.2,5.8,4.1,0,30,149.3,249.4,66.5,44.4,3.6,27.3,0,596.7,22,34.1,509.6,30.9
GURGAON,1982,21.4,11.4,54.5,50.5,108.6,30.6,90.4,197.7,3.6,0.3,2.1,7.8,579,32.8,213.6,322.5,10.2
GURGAON,1983,37.3,7.6,3.8,92.4,73.9,32.2,365.6,334.1,119.8,11.2,0,1.5,1079.3,44.9,170,851.7,12.7
GURGAON,1984,0,2,0,0,0,56.7,153,249,117.5,0,0,0,578.2,2,0,576.2,0
GURGAON,1985,0,0,0.2,3.2,3.6,28,396.6,153.9,52.1,34.9,0,24.9,697.4,0,7.1,630.6,59.8
GURGAON,1986,23,18.9,10.9,0,48.5,32.7,47.8,46.5,46.5,10.2,0,1.8,286.8,41.9,59.3,173.5,12
GURGAON,1987,23.3,24.4,2.5,2.3,72.6,11.2,27.2,104.4,17.8,0.5,0,7,293.1,47.7,77.4,160.6,7.5
GURGAON,1988,0,11.6,28.4,4.6,2.9,83,250.9,300.7,74.8,0,0,0.8,757.7,11.6,35.9,709.5,0.8
GURGAON,1989,29.5,0,15.2,0,0.3,8.9,62,127.2,25.5,3.8,5.1,2.6,279.9,29.5,15.4,223.6,11.4
GURGAON,1990,0,95.7,0.2,2.5,18,27.1,142.8,176.1,230.7,0,51,13.2,757.3,95.7,20.8,576.7,64.2
GURGAON,1991,0,17,2.6,1.4,13.6,11.6,88.1,341.8,60.8,0,4.6,4,545.4,17,17.6,502.3,8.6
GURGAON,1992,12.1,6.5,0,0,0,4.6,121.1,204.5,55.4,4.3,16.5,0,425,18.6,0,385.6,20.8
GURGAON,1993,3.5,15.2,5.8,15.8,5.1,46.1,427.4,94.2,177.2,0,0,0,790.4,18.8,26.7,744.9,0
GURGAON,1994,20.8,1,0,1.5,7.3,63.8,332.5,150,12,0,0,0,588.8,21.8,8.8,558.3,0
GURGAON,1995,37.8,9,6.1,0,0,17.3,71.3,314.3,124.7,0,0,0,580.2,46.8,6.1,527.4,0
GURGAON,1996,3.3,6.8,0,0,5.2,193.6,98.2,314.2,196.3,0,0,0,817.6,10,5.2,802.3,0
GURGAON,1997,5.1,2.9,1.7,19.6,59.2,94.4,74.7,199.2,45.9,42.7,17.9,46.9,610.2,8,80.6,414.2,107.5
GURGAON,1998,5.1,15,19.8,1.8,1,69.3,192,241.5,163.3,35.2,13.9,0,757.9,20.1,22.6,666,49.1
GURGAON,1999,27.8,0,2,0,5.2,69,112.3,52.5,92.7,19.6,0,0,381,27.8,7.2,326.5,19.6
GURGAON,2000,2.5,27.6,1.3,0,6,32.3,223.7,142,12.5,0,0,0,447.9,30.1,7.3,410.5,0
GURGAON,2001,15.8,3.5,1,13.3,80,75.7,97.7,51.3,23.3,26,0,0,387.3,19.3,94.3,247.8,26
GURGAON,2002,39.3,6.5,0,0,73.7,19.5,23.5,65.5,107.5,4,0,5.3,344.8,45.8,73.7,216,9.3
GURGAON,2003,20.7,21.7,0,0,0.5,22.8,312,304.5,22.5,0,0,11.3,715.9,42.3,0.5,661.8,11.3
GURGAON,2004,9.3,0,0,10.5,32.8,37,22.5,237.3,2.5,84.8,0,0,436.5,9.3,43.3,299.3,84.8
GURGAON,2005,0,19.8,12.3,0,4.3,26.8,215.3,23.5,160.3,0,0,0,462.1,19.8,16.6,425.8,0
GURGAON,2006,0,0,41.5,0,15.8,10.3,131.9,15.6,78.3,2.5,2.3,,,0,57.3,236.1,
GURGAON,2007,0,103.3,63.8,0,7,73,70.8,95.7,37.8,0,0,0,451.2,103.3,70.8,277.2,0
GURGAON,2008,0,0,0,1.5,201,,131.5,229.5,103.3,,0,0,,0,202.5,,
GURGAON,2009,0,0,3,3.5,,6.8,120,118.3,270.8,0,14.8,,,0,,515.8,
GURGAON,2010,0.2,7,0,2.4,4.4,1.5,330.8,380.5,212,0,2.6,0.4,941.8,7.2,6.8,924.8,3
