DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
FATEHABAD,1917,7.3,8.5,2,43.4,21,60,80.9,133.5,307.1,97.9,0,3,764.8,15.9,66.5,581.5,100.9
FATEHABAD,1918,3.7,0,9.1,10.1,0,26.5,6.5,129.3,0,3.2,0,0,188.4,3.7,19.3,162.3,3.2
FATEHABAD,1919,32.1,0,26.3,0.6,2.5,0.6,140.4,142.8,11.8,0.5,3.5,14,375.3,32.1,29.5,295.6,18
FATEHABAD,1920,14,9.3,6.4,0,0,47.3,75.2,17.8,0,0,0,0,169.9,23.3,6.4,140.3,0
FATEHABAD,1921,3.5,0,0,0,0,8.9,64.4,63.3,34.6,33.2,0,7.3,215.1,3.5,0,171.2,40.5
FATEHABAD,1922,15.2,3.8,0,0,0,147.7,71.7,64.7,140.4,0,0,15.9,459.4,19,0,424.5,15.9
FATEHABAD,1923,29.2,30.3,0,0,25.4,37.1,175.2,236.9,0,0,0,7.3,541.5,59.5,25.4,449.2,7.3
FATEHABAD,1924,38.3,16.1,1.1,1.4,5.6,0,56.7,118.8,58.4,24.1,0,0,320.5,54.4,8.1,233.9,24.1
FATEHABAD,1925,0,0,0,0,5.9,128.9,158.1,61.6,13.6,2.8,0,0,370.9,0,5.9,362.2,2.8
FATEHABAD,1926,11.4,13.4,47,0,38.2,33.7,144.5,207,13.4,0,0,0,508.5,24.8,85.2,398.5,0
FATEHABAD,1927,0,8.9,9,7.1,10.2,5.1,176.1,40.3,33.2,0,2.4,30.5,322.7,8.9,26.3,254.6,33
FATEHABAD,1928,17.8,13.2,0,8.4,0,27.7,59.4,119,53.5,0,15.3,18.5,332.7,31,8.4,259.5,33.8
FATEHABAD,1929,15.9,0,0,5.6,1.6,1.1,96.3,37,0.9,0,0,23.2,181.8,15.9,7.3,135.4,23.2
FATEHABAD,1930,10.7,8.1,12.8,1.6,23.4,33.3,160.7,64,12.4,0,0,0,326.9,18.8,37.8,270.3,0
FATEHABAD,1931,0.8,10.1,21.3,0,4.6,3.7,107.3,133.6,38.8,157.8,0,0,478.1,10.9,25.9,283.5,157.8
FATEHABAD,1932,7.6,2.3,31.2,3.5,0,4.9,142.2,35.8,1.9,0,0,5.1,234.6,9.9,34.8,184.8,5.1
FATEHABAD,1933,0,16.5,15.2,0,46.2,14.1,,177,183.1,0,0,4.1,,16.5,61.4,,4.1
FATEHABAD,1934,19.6,0,63.8,0,2,83.9,85.6,147.8,22.3,0,0,0,425,19.6,65.8,339.6,0
FATEHABAD,1935,14.9,18.3,2.5,20,4.4,6.9,200.1,142.4,117.8,0,5.6,6.7,539.5,33.1,27,467.1,12.3
FATEHABAD,1936,0,24.8,2,2,0,48.5,84.8,121.7,60.7,0,0,37,381.6,24.8,4.1,315.7,37
FATEHABAD,1937,0,69.4,11.1,18.6,0,26.3,183.1,7.8,71.4,0,0,38.8,426.7,69.4,29.8,288.7,38.8
FATEHABAD,1938,3.5,0,0,0,3.2,31.5,25,55.3,0,0,0,0,118.5,3.5,3.2,111.8,0
FATEHABAD,1939,0,32,43.7,0,0,61.7,45.8,22.5,0,2.5,0,0,208.3,32,43.7,130.1,2.5
FATEHABAD,1940,24.5,26.6,9,7.8,0,9.4,62.2,83.7,8.3,0,0,0,231.4,51.1,16.9,163.5,0
FATEHABAD,1941,80.3,4.4,2,0,10.2,65.6,40,46.3,30.6,11.9,0,1.3,292.8,84.8,12.2,182.6,13.3
FATEHABAD,1942,8,12.9,3.1,10.3,3.8,72.4,190.2,190.3,106.8,0,0,34,631.8,21,17.1,559.8,34
FATEHABAD,1943,13.3,0.4,2,17.8,4,3.9,88.1,16.5,7.8,0,0,0,153.9,13.7,23.8,116.4,0
FATEHABAD,1944,10.6,48.8,18.3,40.8,0,31.3,77.5,130.4,5.8,2.7,7.4,1.3,374.6,59.4,59,244.9,11.3
FATEHABAD,1945,34.3,0,5.3,0,0.4,40,103.1,57.5,456.5,2.7,0,0,699.8,34.3,5.8,657.1,2.7
FATEHABAD,1946,0,6.6,5.9,8.6,33.3,9.6,42.3,142.6,0,14.3,0,48.8,311.9,6.6,47.8,194.5,63
FATEHABAD,1947,6.4,8.9,0.2,0,0.8,2,,,299.7,0,0,24.8,,15.3,0.9,,24.8
FATEHABAD,1948,24.4,6.6,4.8,0,4.6,7.8,129.4,183.4,11.4,0,0,0,372.4,31,9.4,332,0
FATEHABAD,1949,0,16.8,0,0,5.2,19.2,84.1,12.9,40,0,0,0,178.3,16.8,5.2,156.3,0
FATEHABAD,1950,25,4.1,16.9,0,0,0,197.5,91.5,160.9,0,0,0,495.8,29,16.9,449.9,0
FATEHABAD,1951,0,0,45.5,9.9,6.1,1.6,34.2,67.1,2.3,0,10.6,0,177.3,0,61.5,105.2,10.6
FATEHABAD,1952,7.5,14.8,1.3,0,8.9,64.6,112.1,115.7,0,0,0,0,324.7,22.3,10.1,292.3,0
FATEHABAD,1953,18.9,0,0,5.2,7.8,64.9,133.5,79.7,42,0,0,3.2,355.3,18.9,13,320.2,3.2
FATEHABAD,1954,21.6,42.8,13.9,0,0.3,7.3,137.1,2.8,147.4,0,0,0,373.2,64.4,14.2,294.6,0
FATEHABAD,1955,20.2,0.2,18,4.3,12.9,63.8,81.3,141.6,99.6,134.5,0,0.4,576.5,20.4,35.1,386.2,134.9
FATEHABAD,1956,21.5,7.3,13.6,0,0,12.1,241.9,59.1,1.4,58.4,0,2.3,417.5,28.8,13.6,314.4,60.7
FATEHABAD,1957,58.2,0,18.5,1.4,5.8,13.6,90.4,26.3,37.7,0,0.6,13.7,266.3,58.2,25.8,168,14.3
FATEHABAD,1958,0,0,0,0,0,14.2,82.1,25.9,298.7,0,0,0,420.9,0,0,420.9,0
FATEHABAD,1959,21.6,5.1,3.6,0,5.8,0,30.5,78.8,56.2,49.8,10.2,0,261.6,26.7,9.4,165.5,60
FATEHABAD,1960,0,0,27.9,0,0,10.9,314.2,117.2,3.3,25.4,0,20,518.9,0,27.9,445.6,45.4
FATEHABAD,1961,19.2,12.7,0,1.4,12.4,40.5,69.7,131.1,6.4,9.9,5.6,7,315.8,31.9,13.8,247.7,22.5
FATEHABAD,1962,2,15,1.9,0.4,1.5,5.5,102.1,140.7,198.9,0,0,1.2,469.2,17,3.8,447.2,1.2
FATEHABAD,1963,0,0,11.6,2.8,0,19.4,41.1,188.5,37,0,2,0,302.2,0,14.3,286,2
FATEHABAD,1964,1.8,0,0,0,0,7,242.3,65.9,33.5,0,0,0,350.4,1.8,0,348.6,0
FATEHABAD,1965,0,6.3,3.3,3,11,0,41.8,33,2.3,0,0,0,100.6,6.3,17.3,77,0
FATEHABAD,1966,,,,,,,,,,,,,,,,,
FATEHABAD,1967,,,,,,,,,,,,,,,,,
FATEHABAD,1968,0,0,34,0,0,0.3,51.2,0,0,0,0,0,85.5,0,34,51.5,0
FATEHABAD,1969,0,18.5,9.5,0,20,6,77,34,98,2.5,0,0,265.5,18.5,29.5,215,2.5
FATEHABAD,1970,45.5,36.5,0,0,0,11,46,121.1,43.3,0,0,0,303.4,82,0,221.4,0
FATEHABAD,1971,,,0,0.2,,35.4,73.9,,0,0,0,0,,,,,0
FATEHABAD,1972,4.4,0.1,0,0,0,7.6,34.1,94.8,0,8,68.5,0,217.5,4.5,0,136.5,76.5
FATEHABAD,1973,17.4,0.1,0.5,0.5,62.2,35.9,30.1,133.6,27.5,15,0,,,17.5,63.2,227.1,
FATEHABAD,1974,0.5,1,4.4,0,0,79.7,199.4,128.8,12.5,0,0,8.5,434.9,1.5,4.4,420.5,8.5
FATEHABAD,1975,16.4,3.6,4.5,0,12.1,22.1,155.4,129.8,78.7,10,0,0,432.6,20,16.6,385.9,10
FATEHABAD,1976,17.4,5.8,4.5,2.7,68,126.8,135.1,256.3,48.1,0,0,0,664.6,23.1,75.2,566.3,0
FATEHABAD,1977,175,0,0,40.4,22.5,28,189.3,112.8,158.1,20,0,3.7,749.8,175,62.9,488.2,23.7
FATEHABAD,1978,0,28.1,77.5,4.5,0,46.2,193.9,122,31.3,,0,0,,28.1,82,393.5,
FATEHABAD,1979,16.5,38.8,,,,6,51.1,22,24,0,4.5,4.5,,55.3,,103.1,9
FATEHABAD,1980,3.5,0,10.3,0.8,39,13,156.2,20,25.5,14,4,23,309.3,3.5,50.1,214.6,41
FATEHABAD,1981,12.9,14.8,56.5,0,12,0,141.2,40.5,54,0,27.5,0,359.4,27.7,68.5,235.8,27.5
FATEHABAD,1982,14.5,9.5,36.3,4,58,13.5,84.7,155.3,0,0,0,7,382.7,24,98.3,253.4,7
FATEHABAD,1983,46.5,1.8,5.6,120.1,46,37,121.2,78.9,52.4,0,0,0,509.4,48.3,171.6,289.5,0
FATEHABAD,1984,0,3,2,0,0,7.4,55.1,190.6,57.5,0,0,0,315.6,3,2,310.6,0
FATEHABAD,1985,0,0,0,0,0,39,128.4,141.6,26.5,0,0,20.4,355.8,0,0,335.5,20.4
FATEHABAD,1986,0,28.9,0,0,37,97.3,110.6,100.4,10.6,1.4,0,0,386.3,28.9,37,319,1.4
FATEHABAD,1987,31.5,14.7,23.3,0,57.4,33.6,0.5,42.9,1,0,0,3.7,208.6,46.2,80.7,78,3.7
FATEHABAD,1988,0,1.8,20.9,0,0,44.9,185.3,143.7,172.1,0,0,1.2,569.8,1.8,20.9,546,1.2
FATEHABAD,1989,14,0,1,1,0,49.5,35.5,83.1,1.5,0,0,8.3,193.9,14,2,169.6,8.3
FATEHABAD,1990,0,46.5,24.5,0,20.5,36.5,160.3,32.5,126.5,0,3.7,8.1,459,46.5,45,355.7,11.8
FATEHABAD,1991,0,11.5,1.5,29.5,0,31,26,40.5,0.6,0,0,22.5,163.1,11.5,31,98.1,22.5
FATEHABAD,1992,9.5,19,0,4.5,4,7.5,131,95.5,46,0,0,0,317,28.5,8.5,280,0
FATEHABAD,1993,0,13.1,0,1,3.5,19.5,187,3,45.4,0,0,0,272.5,13.1,4.5,254.9,0
FATEHABAD,1994,38.5,7,0,0,3,73.8,124.8,122.8,20.5,0,0,0,390.3,45.5,3,341.8,0
FATEHABAD,1995,39,19.3,9.8,4.3,0,85,49.5,265.3,129,2,0,0,603,58.3,14,528.8,2
FATEHABAD,1996,8.5,21,15,0,0.5,21.5,52,132,28,54.5,0,0,333,29.5,15.5,233.5,54.5
FATEHABAD,1997,5,0,18,44.5,46,29,67.1,244.3,28,43.3,18.3,63.3,606.5,5,108.5,368.3,124.8
FATEHABAD,1998,0,45,1.5,1.5,7.8,63.5,169,48,226.5,123,0,,,45,10.8,507,
FATEHABAD,1999,41,0,0,0,48,54,22,23,21.5,0,0,0,209.5,41,48,120.5,0
FATEHABAD,2000,6,14.5,0,0,10,7.5,37,20,0,0,0,0,95,20.5,10,64.5,0
FATEHABAD,2001,14.5,7.5,7.3,28,13.5,82,55.5,107,0.5,15,0,0,330.8,22,48.8,245,15
FATEHABAD,2002,0,40.5,5.5,0,12,12,17.5,0,80,0,0,11.5,179,40.5,17.5,109.5,11.5
FATEHABAD,2003,6.5,17.5,4.5,2.5,2,0,252,108,7,0,0,7,407,24,9,367,7
FATEHABAD,2004,14,2,0,12,40,71.5,3.5,106.5,9.5,3.5,0,1,263.5,16,52,191,4.5
FATEHABAD,2005,17,30.8,37.5,4.5,12.5,38.5,142,47,99,0,0,0,428.8,47.8,54.5,326.5,0
FATEHABAD,2006,0,0,24,0,37,78.2,110,25,71,3,3,,,0,61,284.2,
FATEHABAD,2007,0,48,16,14.5,1,63.3,40,24,65,0,0.8,2.5,275,48,31.5,192.3,3.3
FATEHABAD,2008,6,0,0,19.5,29,,57.5,88.5,76,,0.5,0,,6,48.5,,
FATEHABAD,2009,6,7.5,1,4.5,,4,94.5,14,82.5,0,0,,,13.5,,195,
FATEHABAD,2010,4,2.5,0,0,5.5,38,132.5,79,147.5,0,0,21.5,430.5,6.5,5.5,397,21.5
