DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
SONEPAT,1918,17.8,0,13.5,18.6,0,61.7,58.4,73.7,0,0,0,0,243.7,17.8,32.1,193.8,0
SONEPAT,1919,112.9,1,2,0.6,13.8,0,110.9,197.6,,0,3.3,20.6,,113.9,16.4,,23.9
SONEPAT,1920,16,14.8,8.4,0,26.7,64.3,297,69.9,0,0,0,0,497.1,30.8,35.1,431.2,0
SONEPAT,1921,18,0,0,0,0,1.3,197.8,247.5,120.4,31,0,0,616,18,0,567,31
SONEPAT,1922,34.5,5,0,0,0,55,239.4,67.8,284.5,0,0,36.5,722.7,39.5,0,646.7,36.5
SONEPAT,1923,14.8,42.8,1.8,0,19.3,0,163.7,154.4,7.1,19.1,0,41.9,464.9,57.6,21.1,325.2,61
SONEPAT,1924,39.1,10.2,11.7,0,28.9,13.1,59.4,274.7,381.9,90.5,0,5.8,915.3,49.3,40.6,729.1,96.3
SONEPAT,1925,3.1,0,0,4.1,0,145.1,399.2,69.9,7.4,11.2,13.5,0,653.5,3.1,4.1,621.6,24.7
SONEPAT,1926,22.9,5.4,34.8,15.2,40.4,1.5,222.7,256.3,35.1,0,3,0,637.3,28.3,90.4,515.6,3
SONEPAT,1927,0,40.7,29.2,13,11.7,30,147.8,224.9,4.8,28.2,0,20.7,551,40.7,53.9,407.5,48.9
SONEPAT,1928,24.1,20.7,3.3,12.2,4.8,17,129.2,21.8,36.8,0,16,28.4,314.3,44.8,20.3,204.8,44.4
SONEPAT,1929,17.3,0,0,13.7,15.7,2.3,121,58.7,0,14,0,17,259.7,17.3,29.4,182,31
SONEPAT,1930,32.8,15,0,0,6.6,139.2,174.7,45.7,22.3,0,0,0,436.3,47.8,6.6,381.9,0
SONEPAT,1931,0,3.3,17.8,0,14.2,16.8,259.9,67.8,173.8,4.9,0,0,558.5,3.3,32,518.3,4.9
SONEPAT,1932,0,0,29.5,2.5,1.5,13.7,96.9,104.6,105.7,0,0,14,368.4,0,33.5,320.9,14
SONEPAT,1933,0,9.9,3.3,0,111.7,175.2,115.8,221.4,408.9,9.4,0,0,1055.6,9.9,115,921.3,9.4
SONEPAT,1934,100.9,0,32.3,0,0,18,175.5,178.1,1.8,0,0,10.3,516.9,100.9,32.3,373.4,10.3
SONEPAT,1935,24.9,34,1,9.1,0,21.1,79.6,112.2,103.6,8.6,7.6,36.3,438,58.9,10.1,316.5,52.5
SONEPAT,1936,2,18.1,0,0,0,253.9,155.1,114.1,52.8,0,0,15,611,20.1,0,575.9,15
SONEPAT,1937,0,63.7,0,15.2,5.8,99,85.9,54.6,136.9,0,0,8.6,469.7,63.7,21,376.4,8.6
SONEPAT,1938,19.8,0,0,0,10.7,61,99.6,33,0,0,0,0,224.1,19.8,10.7,193.6,0
SONEPAT,1939,0,32.9,4.1,0,0,44.6,54.2,6.4,35.3,0,0,0,177.5,32.9,4.1,140.5,0
SONEPAT,1940,32.6,52.9,15.5,3.6,0,8.6,132.5,162,14.7,3.3,0,0,425.7,85.5,19.1,317.8,3.3
SONEPAT,1941,48.8,1.5,5.1,0,39.1,113.8,36.1,91.6,77.4,0,0,2.5,415.9,50.3,44.2,318.9,2.5
SONEPAT,1942,26.7,65.2,0,21.6,23.4,57.2,274.1,307.3,128,0,0,25.4,928.9,91.9,45,766.6,25.4
SONEPAT,1943,21.6,0,0,2.3,4.6,23.6,81.2,91.1,154.3,0,0,0,378.7,21.6,6.9,350.2,0
SONEPAT,1944,31.5,8.1,41.7,11.4,0,77.9,150.1,21.6,48.8,26.7,0,0,417.8,39.6,53.1,298.4,26.7
SONEPAT,1945,22.5,0,0,1.3,4.1,3.8,271,133.3,325.8,0,0,0,761.8,22.5,5.4,733.9,0
SONEPAT,1946,0,24.4,0,0,0,31.7,100.8,220,40.1,0,0,10.2,427.2,24.4,0,392.6,10.2
SONEPAT,1947,7.6,14.5,7.1,0,5.3,0,,31,0,15.2,0,4.3,,22.1,12.4,,19.5
SONEPAT,1948,23.3,19.8,29,0,16.5,12.4,281.5,183,48.6,6.9,0,3.8,624.8,43.1,45.5,525.5,10.7
SONEPAT,1949,0,12.7,0,14,18.3,3.8,424.5,46,63.8,0,0,7.9,591,12.7,32.3,538.1,7.9
SONEPAT,1950,6.8,3.5,27.2,0,0,7.6,231,154.1,87.1,0,0,0,517.3,10.3,27.2,479.8,0
SONEPAT,1951,16.3,0,13.2,10.2,0,27.7,20.6,143,32,0,12.7,0,275.7,16.3,23.4,223.3,12.7
SONEPAT,1952,5.4,20.3,11.5,5.6,15,36.4,232.5,264.6,0,0,0,4.6,595.9,25.7,32.1,533.5,4.6
SONEPAT,1953,32.9,0,0,0,0,22.9,262.9,124.4,6.1,0,0,7.6,456.8,32.9,0,416.3,7.6
SONEPAT,1954,21.8,77,10.2,1,0,7.4,173.2,20.3,91.1,83.4,0,0,485.4,98.8,11.2,292,83.4
SONEPAT,1955,31,5.6,1.8,39.4,1,25.4,93.2,160.9,279.1,79.2,0,0,716.6,36.6,42.2,558.6,79.2
SONEPAT,1956,30.5,0,7.4,2.8,0,10.4,93,144.6,9.6,256.2,29.7,0,584.2,30.5,10.2,257.6,285.9
SONEPAT,1957,50.3,0,31.2,0,2,0,306.4,77.6,159.1,0,4.6,2.5,633.7,50.3,33.2,543.1,7.1
SONEPAT,1958,3.8,0,0,0,0,0,190.9,305,311,4.1,0,0,814.8,3.8,0,806.9,4.1
SONEPAT,1959,39,0,0,0,0,49.9,163.8,210.8,174.5,16,19,0,673,39,0,599,35
SONEPAT,1960,35,0,34.2,0,0,4,294,322,31,69,0,13,802.2,35,34.2,651,82
SONEPAT,1961,22,34,0,4,10,11,261,525.4,14.1,25.4,0,2,908.9,56,14,811.5,27.4
SONEPAT,1962,0,6.4,0,0,0,0,227.8,76.2,201.1,0,0,0,511.5,6.4,0,505.1,0
SONEPAT,1963,0,0,0,0,0,123.2,98,371.7,217.8,0,0,0,810.7,0,0,810.7,0
SONEPAT,1964,0,0,0,0,8,0,640.8,380.2,296.2,0,0,9.6,1334.8,0,8,1317.2,9.6
SONEPAT,1965,0,0,0,0,0.4,0,138,235.7,66.6,0,0,0,440.7,0,0.4,440.3,0
SONEPAT,1966,,,,,,,,,,,,,,,,,
SONEPAT,1967,,,,,,,,,,,,,,,,,
SONEPAT,1968,3,11,13,0,0,59,288.3,218.3,0,33,0,0,625.6,14,13,565.6,33
SONEPAT,1969,4,5,14,3,19,21.4,224.3,124.2,126.7,0,0,0,541.6,9,36,496.6,0
SONEPAT,1970,51.6,49.4,15.5,0,50,64,35,215.6,85.8,16,0,0,582.9,101,65.5,400.4,16
SONEPAT,1971,,,0,0,,91.7,120.5,,60.5,20.2,0,0,,,,,20.2
SONEPAT,1972,13.1,15.6,18.6,28.1,2.6,10,177.6,144.9,21,0,30.6,4.6,466.7,28.7,49.3,353.5,35.2
SONEPAT,1973,6.8,0,0,0,23.8,0,113.6,224.4,35.3,30.7,0,,,6.8,23.8,373.3,
SONEPAT,1974,0,0,0,9,3,13.5,296.1,94.6,58.5,20.3,0,6.9,501.9,0,12,462.7,27.2
SONEPAT,1975,25.1,0,0.2,0,8.7,7.3,205.9,202.3,153.3,10.6,,0,,25.1,8.9,568.8,
SONEPAT,1976,19.8,22.7,5.3,1.5,48,114.2,224.6,236.9,42.2,0,0,0,715.2,42.5,54.8,617.9,0
SONEPAT,1977,19.5,0,0,14.5,33.8,81,555.1,94.1,78.1,2.5,0,21.7,900.3,19.5,48.3,808.3,24.2
SONEPAT,1978,0,16.9,71.6,0,12.5,129.3,247.7,257.5,340.2,,0,0,,16.9,84.1,974.7,
SONEPAT,1979,23.5,32.1,,,,137.9,155.5,17.4,57.7,2,0,16.2,,55.6,,368.5,18.2
SONEPAT,1980,1.2,6.5,38.7,0.2,0,112.1,638.9,202.9,98.7,65,0,10.5,1174.7,7.7,38.9,1052.6,75.5
SONEPAT,1981,17.9,36,30,0,63,90,128.3,142,26.5,0,53,2.5,589.2,53.9,93,386.8,55.5
SONEPAT,1982,18.5,17,128.5,19.5,92.5,105,0,398.7,0,8,6,23,816.7,35.5,240.5,503.7,37
SONEPAT,1983,32,10.5,8,115.5,17.5,33,363.5,563.1,181.5,51.5,0,19.5,1395.6,42.5,141,1141.1,71
SONEPAT,1984,9.5,1.5,0.5,13.5,0,47.2,397.5,371.5,52.5,0,0,0,893.7,11,14,868.7,0
SONEPAT,1985,,,,,,,,,,,,,,,,,
SONEPAT,1986,,,,,,,,,,,,,,,,,
SONEPAT,1987,,,,,,,,,,,,,,,,,
SONEPAT,1988,,,,,,,,,,,,,,,,,
SONEPAT,1989,,,,,,,,,,,,,,,,,
SONEPAT,1990,,,,,,,,,,0,47,36,,,,,83
SONEPAT,1991,0,17,0,9,2,37,36,230.1,3,0,0,14,348.1,17,11,306.1,14
SONEPAT,1992,24,10.2,0,0,12,4,63.5,154,6.3,0,0,0,274,34.2,12,227.8,0
SONEPAT,1993,4,6,2,24,0,85,471,94.5,273,0,0,0,959.5,10,26,923.5,0
SONEPAT,1994,28,4,0,7,0,13,393.2,261,5.8,0,0,0,712,32,7,673,0
SONEPAT,1995,59.4,63.4,3.2,0,0,50.2,138.1,480.8,112.3,0,0,0,907.4,122.8,3.2,781.4,0
SONEPAT,1996,14.8,14.2,0,0,26.2,60.1,129.2,376,144,0,0,0,764.5,29,26.2,709.3,0
SONEPAT,1997,10,0,15,40.2,37.8,161.9,84.3,150,17,73,14,87,690.2,10,93,413.2,174
SONEPAT,1998,5,21,75.5,5,5,81.4,155.5,225,203,83.4,0,,,26,85.5,664.9,
SONEPAT,1999,30,0,2.2,0,18,55,126.2,65,19,0,0,0,315.4,30,20.2,265.2,0
SONEPAT,2000,30.5,75,0,16,82,57,179.2,124,0,0,0,0,563.7,105.5,98,360.2,0
SONEPAT,2001,31.5,11.5,12,27,19,110,81.5,177,5,30,0,0,504.5,43,58,373.5,30
SONEPAT,2002,17,35.8,4.5,0,66.5,18,0,75.5,230.5,5.5,0,6.5,459.8,52.8,71,324,12
SONEPAT,2003,20.5,33,0,0,2.5,2,263,95.5,19.5,0,0,6,442,53.5,2.5,380,6
SONEPAT,2004,41,0,0,11.5,25.5,55.8,1,314,16.5,99.5,0,0,564.8,41,37,387.3,99.5
SONEPAT,2005,13,41.5,48,0,0,39,123.5,35.5,200,0,0,0,500.5,54.5,48,398,0
SONEPAT,2006,0,0,26.5,0,37,58,177.5,18.5,53.5,7.5,0,,,0,63.5,307.5,
SONEPAT,2007,0,47.5,23.5,0,34,114.3,107.5,82,60,0,0,0,468.8,47.5,57.5,363.8,0
SONEPAT,2008,0,0,0,12,98,,221,296,151.5,,28,0,,0,110,,
SONEPAT,2009,0,19,10,30.5,,10,181,57.5,364.5,0,0,,,19,,613,
SONEPAT,2010,6,16,0,0,16,17,245.5,184,199.5,0,2,7.5,693.5,22,16,646,9.5
