DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
BHIWANI,1919,42.2,0,2,0,39.2,3.8,132.6,90.2,55.9,0,0,21,386.9,42.2,41.2,282.5,21
BHIWANI,1920,3.8,10.2,16.8,0,30,51.2,231.7,36.2,23.8,0,0,0,403.7,14,46.8,342.9,0
BHIWANI,1921,18,0,0,0,0,5.3,67.1,110.6,93.8,62,0,0,356.8,18,0,276.8,62
BHIWANI,1922,2,0,0,0,0,46.8,165.6,22.1,109.5,0,0,28.7,374.7,2,0,344,28.7
BHIWANI,1923,17.1,88.4,0,0,1.8,21.7,128,188.1,20.3,0,0,19.3,484.7,105.5,1.8,358.1,19.3
BHIWANI,1924,31.5,9.7,0,0,0,30,56.9,138.5,177.3,79.2,0,4.6,527.7,41.2,0,402.7,83.8
BHIWANI,1925,0,0,0,0,5.3,128.1,220.4,114.3,11.7,9.7,24.9,0,514.4,0,5.3,474.5,34.6
BHIWANI,1926,9.4,0,0,5.6,37.1,48.2,100.3,192.2,87.7,0,0,0,480.5,9.4,42.7,428.4,0
BHIWANI,1927,0,6.6,3,12.2,0,0,128.3,118.4,62.2,0,0,41.7,372.4,6.6,15.2,308.9,41.7
BHIWANI,1928,5.3,19.1,13.5,3.8,0,32.3,106,58.5,55.7,0,24.9,0,319.1,24.4,17.3,252.5,24.9
BHIWANI,1929,6.4,0,0,0,7.6,0,112.4,64.8,0,0,0,12.2,203.4,6.4,7.6,177.2,12.2
BHIWANI,1930,35.6,0,0,0,0,62.7,251.5,25.4,27.9,0,2.5,0,405.6,35.6,0,367.5,2.5
BHIWANI,1931,0,18.3,15.3,0,0,36,201.9,96.9,50.3,46.2,0,0,464.9,18.3,15.3,385.1,46.2
BHIWANI,1932,0,0,25.1,0,6.4,13.2,146.3,79.8,46.3,0,0,21,338.1,0,31.5,285.6,21
BHIWANI,1933,0,9.4,4.3,0,40.4,26.4,38.3,235.4,257.8,0,0,0,612,9.4,44.7,557.9,0
BHIWANI,1934,13.1,0,36.8,0,0,66.8,56,149.8,9.4,0,0,6.3,338.4,13.1,36.8,282,6.3
BHIWANI,1935,29,9.9,15.9,6.3,0,6.6,169.2,42.2,18.6,7.8,8.4,6.3,320.3,38.9,22.3,236.6,22.5
BHIWANI,1936,0,13.4,12.8,0,0,58.9,44.3,61,41.3,0,0,4.6,236.4,13.4,12.8,205.5,4.6
BHIWANI,1937,0,65,5.1,8.4,0,17.4,155.1,30.8,104.1,0,0,0,385.9,65,13.5,307.4,0
BHIWANI,1938,41.6,0,0,0,0,79.6,78.4,14.9,27.4,0,0,0,241.9,41.6,0,200.3,0
BHIWANI,1939,0.3,38.9,14.4,0,0,113.4,31,12.8,4.4,0,0,0,215.2,39.2,14.4,161.7,0
BHIWANI,1940,11.6,12.1,1.4,5.2,1.3,16.6,39.7,128.9,3.5,0,0,0,220.3,23.7,7.8,188.8,0
BHIWANI,1941,67.3,0,2.9,0,11.3,89.3,19.7,29.3,15.5,0,0,0,235.4,67.3,14.2,153.9,0
BHIWANI,1942,23,27.8,0,18.5,3.2,33.5,143.2,221.6,184.8,0,0,0,655.6,50.8,21.8,583,0
BHIWANI,1943,9,0,0,5.3,15,14.5,160.6,61,31.1,0,0,0,296.5,9,20.4,267.1,0
BHIWANI,1944,11.8,12.5,26.1,13.5,0,76.8,49.1,107.6,4.2,7.5,0,0,309.1,24.3,39.6,237.8,7.5
BHIWANI,1945,38.2,0,0,0,5.3,13.1,87.2,102.4,181.1,0,0,0,427.2,38.2,5.3,383.8,0
BHIWANI,1946,0,0,0,0,46.7,40.9,79.9,105.4,17.8,18.7,0,7.1,316.5,0,46.7,244.1,25.8
BHIWANI,1947,32,16.8,4.7,0,3.5,22.9,,61.8,248,0,0,1.5,,48.8,8.1,,1.5
BHIWANI,1948,38.8,20.2,21.3,0,0,16.2,221.8,121.7,5.9,1.5,0,0,447.4,59,21.3,365.6,1.5
BHIWANI,1949,0,0.6,0,1,1.5,2.5,195.3,44.6,85.1,0,0,0,330.5,0.6,2.5,327.4,0
BHIWANI,1950,7.8,0,5.6,0,21.6,0.9,96.6,83.8,71.5,0,0,0,287.8,7.8,27.2,252.8,0
BHIWANI,1951,3.8,0,29.4,12.4,4.5,23,11,103.3,1.3,0,13,0,201.6,3.8,46.3,138.5,13
BHIWANI,1952,0,3.8,0,1.5,5.7,104.7,57.2,152.9,2.8,0,0,0,328.6,3.8,7.2,317.6,0
BHIWANI,1953,22.3,0,0,6,2.1,0.5,189.1,104.8,19.9,0,0,12.3,357.1,22.3,8.1,314.3,12.3
BHIWANI,1954,22.3,61.1,7.4,0,2.7,17.3,131.8,20.2,153.8,46.7,0,0,463.4,83.4,10.1,323.1,46.7
BHIWANI,1955,7.6,1.4,2.2,2.1,14.2,86.5,68.8,100,73,78.8,0,1.2,435.7,9,18.5,328.2,79.9
BHIWANI,1956,19.5,1.2,9.6,0,3.8,50.8,182.2,172.3,4,76.6,0,0,519.7,20.7,13.3,409.2,76.6
BHIWANI,1957,28.1,0,30.4,0,3.5,23.4,201.1,122.1,72.8,32.2,10,9.1,532.8,28.1,34,419.5,51.3
BHIWANI,1958,0,0,6.6,0,5.4,12.5,57.8,122.2,193.9,7.4,3,1.3,410,0,12,386.4,11.7
BHIWANI,1959,11.7,3.2,0.6,0,8.4,7.6,104.4,108.1,40.1,6.4,19.6,0,310.1,14.9,9,260.2,26
BHIWANI,1960,4,0,15.7,0,0,11.6,260.4,384,1.9,37.1,0,7.2,721.9,4,15.7,657.9,44.3
BHIWANI,1961,42.3,18.7,0,0,8.1,16.4,62.2,168.9,29.2,8,3.2,3.8,360.6,60.9,8.1,276.6,14.9
BHIWANI,1962,8.4,7.1,0.6,0,3.3,9.8,120.2,94.9,150.2,0,1.1,2.3,397.7,15.4,3.8,375.1,3.4
BHIWANI,1963,0,0,0,2.9,7.9,21.3,8.8,335.1,40.2,0,21,1.2,438.4,0,10.8,405.4,22.2
BHIWANI,1964,2,0,0,0,22.2,7.9,436.8,109.9,70.6,0,0,11.3,660.5,2,22.2,625.1,11.3
BHIWANI,1965,3.8,5.7,2.6,6.8,8.6,13,79.4,76.3,22.4,5,0,0.2,223.8,9.6,18,191.1,5.2
BHIWANI,1966,,,,,,,,,,,,,,,,,
BHIWANI,1967,,,,,,,,,,,,,,,,,
BHIWANI,1968,12,22.1,7.2,0,0,9.9,177.1,31,0,1.3,0,0,260.6,34.1,7.2,218,1.3
BHIWANI,1969,0,4.8,1.7,1.3,0,3.5,87.9,116.5,161.8,0,0,0,377.7,4.8,3,369.8,0
BHIWANI,1970,29,28.1,3.4,0,4,35.5,61.9,167.9,191,0,0,0,520.8,57.1,7.4,456.3,0
BHIWANI,1971,,,1.1,2.5,,45.7,139.8,,52.4,11.4,0,0,,,,,11.4
BHIWANI,1972,2.7,0,0,4.8,0,12,47.5,131.5,2.5,8.6,41.4,0,251,2.7,4.8,193.6,50
BHIWANI,1973,,,,2.2,34.7,10.2,132.6,166.3,79.4,0,0,,,,,388.5,
BHIWANI,1974,0,0,6.5,0,9.4,41.1,145.8,50.2,15.5,25.5,0,14.9,308.9,0,16,252.6,40.4
BHIWANI,1975,22.3,0.7,7,0,2.3,19.3,195.7,134.3,88,10,0,0,479.7,23,9.3,437.4,10
BHIWANI,1976,7.7,20.3,0.7,1,34.4,93.6,164.3,252,18.3,0,0,3.3,595.7,28,36.1,528.3,3.3
BHIWANI,1977,146.7,0.1,3.3,27.3,20.7,32.7,276.3,259,68.2,2.8,3.3,2.7,843.1,146.8,51.3,636.2,8.8
BHIWANI,1978,0,35.8,11.3,7,0,77.7,331.8,146.7,54,,0,0,,35.8,18.3,610.2,
BHIWANI,1979,19,45.8,,,,6,40,30.3,4.7,3,3,0,,64.8,,81,6
BHIWANI,1980,2.7,1.7,22.5,0,0.3,24,106.9,98.9,0,7.8,1.8,20,286.5,4.3,22.8,229.8,29.5
BHIWANI,1981,25,9,24.5,0,21.3,19.5,133.8,23.3,0.5,0.5,18.8,0,276,34,45.8,177.1,19.3
BHIWANI,1982,23.5,20,35.3,13.5,61.5,39.5,54.3,103.4,0,0,1,6.8,358.6,43.5,110.3,197.1,7.8
BHIWANI,1983,25.8,2.5,3.3,63.3,31.5,51.5,221.5,149,69,2.5,0,0,619.8,28.3,98,491,2.5
BHIWANI,1984,0,4,0,4.3,0,21.1,108,199.8,61,0,0,0,398.1,4,4.3,389.9,0
BHIWANI,1985,,,,,,,,,,,,,,,,,
BHIWANI,1986,,,,,,,,,,,,,,,,,
BHIWANI,1987,,,,,,,,,,,,,,,,,
BHIWANI,1988,,,36.7,,,,,140,,,,,,,,,
BHIWANI,1989,,,,,,,,,,,,,,,,,
BHIWANI,1990,,,,,,,,,,0,12.8,2,,,,,14.8
BHIWANI,1991,0.3,19.8,0,15.3,3.3,29.3,32.8,176,8.8,0,0,2.5,287.8,20.1,18.5,246.8,2.5
BHIWANI,1992,28,12.4,0.7,0.4,0.2,30.3,115.9,144.1,83,5.7,2.5,0,423.3,40.5,1.3,373.4,8.2
BHIWANI,1993,2.5,18.1,3.7,3.3,6,40.4,262.3,29,94.3,0,0,0,459.6,20.6,13,426,0
BHIWANI,1994,12.4,3.2,0.1,8.6,7.1,50.4,206.2,126.5,6.4,0,0,0,421,15.6,15.8,389.5,0
BHIWANI,1995,36.6,15.2,10.1,3.4,0.2,31.8,61.2,572.6,231.7,0.3,0.3,0,963.4,51.8,13.7,897.3,0.6
BHIWANI,1996,3.3,18.6,4.9,0,1.1,105.7,43.1,131.3,33,11.1,0,0,352.1,22,6,313.1,11.1
BHIWANI,1997,3.5,1.4,15.7,21.6,24.8,57.2,148.2,123.3,17.4,82.7,14.8,33.8,544.4,5,62.1,346.1,131.2
BHIWANI,1998,0.1,17.8,21.9,3.7,4,47.5,65,90.3,112.3,71.4,0.3,0,434.2,17.9,29.6,315,71.7
BHIWANI,1999,22.5,0.7,4.3,0,17,10.3,62.6,96.3,22.4,0,0.1,0,236.3,23.1,21.4,191.7,0.1
BHIWANI,2000,7.2,12.8,1,0.5,24.8,32.7,74.1,26.1,11.7,0,0,0,190.9,20,26.3,144.6,0
BHIWANI,2001,17,8,2.2,10,72.2,134,120.5,63.2,21.9,19.3,0,0,468.3,25,84.5,339.5,19.3
BHIWANI,2002,0.9,22.3,2.4,0.8,60.9,15.3,25,31.6,54.2,0,0,9.6,223,23.2,64.1,126.2,9.6
BHIWANI,2003,9,30.8,2.9,0,7.9,3.7,265.1,110.2,34.3,0,0,6.3,470.2,39.8,10.8,413.3,6.3
BHIWANI,2004,11.9,0,0,16,50.6,39.3,11.3,268.8,29.6,51.3,0,0.6,479.5,11.9,66.6,349.1,51.9
BHIWANI,2005,7.3,41.4,44.9,6.4,13,78.9,131.3,13.7,123,0,0,0,459.9,48.7,64.3,346.9,0
BHIWANI,2006,0,0,23.7,0.6,24.9,40.7,133.4,27.6,31,3.2,1.1,5.6,291.8,0,49.2,232.6,9.9
BHIWANI,2007,0,53.2,33.6,0.7,13.3,75.8,54.2,77.9,67.4,0,0,1.6,377.8,53.2,47.6,275.4,1.6
BHIWANI,2008,0,0.2,0,19.5,79.3,,103.4,255,75.9,,6,0,,0.2,98.8,,
BHIWANI,2009,1,4.4,4.6,3,,19.9,49.4,49.8,117.5,0,0,0.8,,5.4,,236.5,0.8
BHIWANI,2010,5.6,6.1,0.1,0,4.1,20.5,155.8,140.4,125.4,0,0.5,13.7,472.2,11.7,4.2,442.1,14.2
