DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
SIRSA,1950,20.7,3.6,8.8,0,8.6,0,152.7,51,131.3,0,0,0,376.7,24.3,17.4,335,0
SIRSA,1951,0,0,34.8,6.9,0,11.2,121.7,103.7,0,0,19.5,0,297.8,0,41.7,236.6,19.5
SIRSA,1952,,,,,,,,,,,,,,,,,
SIRSA,1953,15.3,0,0,5.1,20.1,15.2,123.6,220.5,55.8,0,0,0,455.6,15.3,25.2,415.1,0
SIRSA,1954,1.8,113.8,0,3.3,0,28.5,33.3,11.2,173.7,2.8,0,0,368.4,115.6,3.3,246.7,2.8
SIRSA,1955,6.1,0,0,0,0,62.3,9.1,157.2,16.5,173,0,0,424.2,6.1,0,245.1,173
SIRSA,1956,17.5,3.8,11.1,0,0,4,292.2,80.6,0,104,0,2.5,515.7,21.3,11.1,376.8,106.5
SIRSA,1957,59.2,0,17,0,1.3,12.2,112.8,27.9,12.7,0,11.2,10.2,264.5,59.2,18.3,165.6,21.4
SIRSA,1958,0,0,0,0,0,18.5,75.8,92.2,276.8,0,0,0,463.3,0,0,463.3,0
SIRSA,1959,3.3,8.4,9.4,0,5.4,20.8,48.3,72.8,25.2,2.3,24.2,0,220.1,11.7,14.8,167.1,26.5
SIRSA,1960,4.1,0,34.9,12.5,0.8,20.8,102.2,140.2,0,3.5,0,20.1,339.1,4.1,48.2,263.2,23.6
SIRSA,1961,26.4,0.8,0,1.5,19.3,30.5,53.9,135.6,14,0,25.4,0,307.4,27.2,20.8,234,25.4
SIRSA,1962,14,5.1,0,0,0,0,241.5,70.3,200.4,0,0,0,531.3,19.1,0,512.2,0
SIRSA,1963,0,0,3,0,0,0,8.1,163.8,7,0,0,3,184.9,0,3,178.9,3
SIRSA,1964,8.5,12.7,0,0,1,6.8,177.3,74,34.5,0,0,0,314.8,21.2,1,292.6,0
SIRSA,1965,0,0,5.1,0,33,0,63.5,72.4,0,24.7,0,0,198.7,0,38.1,135.9,24.7
SIRSA,1966,,,,,,,,,,,,,,,,,
SIRSA,1967,,,,,,,,,,,,,,,,,
SIRSA,1968,0,21.6,43.2,0,0,38.6,31,0,0,1,0,3,138.4,21.6,43.2,69.6,4
SIRSA,1969,3.8,5.4,22.8,0,69.3,20.3,0,30.4,41.7,0,0,0,193.7,9.2,92.1,92.4,0
SIRSA,1970,29.4,45.7,0,0,0,0,21.1,163.3,49.8,0,0,0,309.3,75.1,0,234.2,0
SIRSA,1971,,,0,0.2,,5.1,18.3,,0,0,0,0,,,,,0
SIRSA,1972,0,0,0,28.1,0,0,60.5,54.9,19.1,0,15,8.6,186.2,0,28.1,134.5,23.6
SIRSA,1973,15.2,0,0,0,42.9,0,57,132.1,27.9,0,0,,,15.2,42.9,217,
SIRSA,1974,0,0,0,0,0.8,23,236.1,7.4,0,0,0,0,267.3,0,0.8,266.5,0
SIRSA,1975,3.8,0,3.5,0,0,19.8,152,158.4,0,,0,0,,3.8,3.5,330.2,
SIRSA,1976,23.1,15.4,4.6,4.8,40.9,81.4,140.4,186.5,12.5,0,0,0,509.6,38.5,50.3,420.8,0
SIRSA,1977,43.2,0,0,15.4,19.8,50.6,247.5,27.4,144.8,21.5,0,1.4,571.5,43.2,35.3,470.3,22.9
SIRSA,1978,0.4,32,65.8,0,0,33.8,112.1,103,10.8,,6.2,0,,32.4,65.8,259.6,
SIRSA,1979,13.8,50.6,3.3,7,16.8,3,20.6,1.5,17.2,0,13.9,9.3,156.9,64.4,27.1,42.2,23.2
SIRSA,1980,8.9,0,3.8,0,28.8,15.6,175.4,9.6,8.9,21.2,2.3,13.7,288.1,8.9,32.5,209.5,37.2
SIRSA,1981,4.2,25.5,42,0,9.4,14.8,94.4,11.9,13.4,0,65.9,0,281.4,29.6,51.3,134.5,65.9
SIRSA,1982,0,33.9,37.3,52.6,39.8,24.3,40.6,90.4,0.1,0,5.1,0,323.9,33.9,129.6,155.3,5.1
SIRSA,1983,12.9,3,4.9,50.1,20.8,2.5,177.8,52.7,30.6,0,0,1.1,356.6,15.9,75.8,263.6,1.1
SIRSA,1984,0,5.1,0.1,3.5,1,4.2,161.6,121.4,34.7,4.1,0,0,335.6,5.1,4.6,321.9,4.1
SIRSA,1985,,,,,,,,,0,0,0,,,,,,
SIRSA,1986,30,64,,,,,107,21,0,0,0,3,,94,,,3
SIRSA,1987,,,,0,15,0,,,,,,,,,,,
SIRSA,1988,,0,15.8,,0,,55.6,49,184,0,0,0,,,,,0
SIRSA,1989,16,0,,0,,,42,26.7,,0,0,0,,16,,,0
SIRSA,1990,,60.3,2,0,,,,,,0,15,4,,,,,19
SIRSA,1991,0,16,1,0,2,51,8,59,0,15,0,0.5,152.5,16,3,118,15.5
SIRSA,1992,16.5,5,0,7,5,19,87,73,66,0,0,0,278.5,21.5,12,245,0
SIRSA,1993,0,7,8.3,0.5,9,21.8,59.5,0,44,0,0,0,150,7,17.8,125.3,0
SIRSA,1994,7,6,0,0,0,35.5,128.5,16.7,46.5,0,0,0,240.2,13,0,227.2,0
SIRSA,1995,25,18.5,6,3.5,0,46,85,158,28.5,0,0,0,370.5,43.5,9.5,317.5,0
SIRSA,1996,8.5,10,11.5,1.6,0,117.3,19,85.5,10.7,47.7,0,3,314.8,18.5,13.1,232.5,50.7
SIRSA,1997,3,2,8.7,39.4,36.7,18.7,86,211.5,12.5,23.5,13.5,16,471.4,5,84.8,328.7,53
SIRSA,1998,0,36.5,3,0,0,20,91,10,90,59,0,,,36.5,3,211,
SIRSA,1999,35.5,0,0,0,37,22,71.5,0.5,0,0,0,0,166.5,35.5,37,94,0
SIRSA,2000,9.5,14,0,0,0,3,134,2.5,2,0,3.5,0,168.5,23.5,0,141.5,3.5
SIRSA,2001,5,5,0.5,7,44,40,88,20,0,0,0,0,209.5,10,51.5,148,0
SIRSA,2002,0,3,0,0,28,8,2.5,1.5,8,0,0,12.5,63.5,3,28,20,12.5
SIRSA,2003,2.5,21.5,0,0,0,12,118,109.5,17,0,0,0,280.5,24,0,256.5,0
SIRSA,2004,0,0.5,0,0,22.5,47.5,1.5,40,0.5,10,0,2,124.5,0.5,22.5,89.5,12
SIRSA,2005,10,28.5,29.5,0.5,7.3,7.3,45,5,67.4,0,0,0,200.6,38.5,37.3,124.7,0
SIRSA,2006,0.5,0,51.7,2.7,18.2,71.6,103.7,0.7,29,7,1.5,,,0.5,72.5,204.9,
SIRSA,2007,0.3,46.5,0,0,0,102,11.3,18.7,35,0,1.3,3,218.2,46.8,0,167,4.3
SIRSA,2008,4.7,0,0,13.3,18.3,,38.7,107,18.7,,0,0,,4.7,31.7,,
SIRSA,2009,3.7,10,8,10,,16.7,22.7,13.3,18.3,0,,,,13.7,,71,
SIRSA,2010,6,6,0,0,2,23,91,113,62.5,0,0,2.5,306,12,2,289.5,2.5
