DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
JHAJJAR,1922,22,2.7,0,0,0,93.2,108.4,52.8,191.5,2,0,38.8,511.3,24.7,0,445.8,40.8
JHAJJAR,1923,15.3,59.3,2.9,0,4.4,33.1,114.3,140.4,9.9,6.3,0,16.1,401.9,74.5,7.3,297.6,22.4
JHAJJAR,1924,43.1,20.6,0.9,0,6.1,22.7,36,113.5,238.6,52.8,0,6.4,540.8,63.7,7,410.8,59.3
JHAJJAR,1925,0.6,0,0,0,3,141.8,198.4,133.6,11.6,3.4,7.3,0,499.7,0.6,3,485.3,10.8
JHAJJAR,1926,7.5,0,32.8,11.9,46,27.5,185.1,211.6,35.3,0,1.9,0,559.5,7.5,90.7,459.5,1.9
JHAJJAR,1927,0,22.1,9.4,4,25.2,10,136.8,188.9,49.1,6.1,1.6,29.6,482.8,22.1,38.6,384.8,37.3
JHAJJAR,1928,15.6,39.3,1.7,7.1,6.2,24.1,151.3,62.1,17.1,1.3,33,6.7,365.4,54.8,15,254.5,41.1
JHAJJAR,1929,2.5,0,0,16.6,5.7,18.7,102.3,83.6,0.4,0,0,0,229.7,2.5,22.3,204.9,0
JHAJJAR,1930,20.3,3.4,0,0,1.4,59.2,229.8,44,9.1,0,0,0,367.1,23.7,1.4,342.1,0
JHAJJAR,1931,0,1.9,20.8,0,0,7.5,243.4,75.5,109.2,7.9,0,0,466.1,1.9,20.8,435.6,7.9
JHAJJAR,1932,0,0,10.6,1.6,0,9.5,65.3,77.4,85.8,0,0,0,250.1,0,12.2,238,0
JHAJJAR,1933,0,14,3.2,8.4,35.2,79.1,85.4,183.1,281.3,3.4,0,1.6,694.8,14,46.8,628.9,5
JHAJJAR,1934,4.2,0,7.9,0,0,29.4,76.6,71.3,2.8,0,0,2,194.1,4.2,7.9,180.1,2
JHAJJAR,1935,5,17.9,0,11.5,0,0,126.1,19.3,90.5,3.6,2.2,9.5,285.6,22.9,11.5,235.9,15.3
JHAJJAR,1936,1,9.6,4.4,0,1.6,128.1,104.5,188.5,26.1,0,0,33.4,497.3,10.7,6.1,447.1,33.4
JHAJJAR,1937,0,57.5,0,3.5,1.9,34.3,171.6,23.6,56,0,0,0,348.4,57.5,5.4,285.5,0
JHAJJAR,1938,20.3,0,0,0,0,49.5,31.5,32.8,1.7,0,0,0,135.8,20.3,0,115.6,0
JHAJJAR,1939,0,12.8,5.1,0,0,58.8,6.9,12.9,32.1,2.5,0,0,131.1,12.8,5.1,110.6,2.5
JHAJJAR,1940,29.3,31.1,17.2,0,0,24.9,113.8,94,8.8,0,0,0,319.1,60.4,17.2,241.5,0
JHAJJAR,1941,37.6,2.9,3.3,0,12.6,56.5,21.5,80.4,56.4,0,0,3.5,274.8,40.5,15.9,214.8,3.5
JHAJJAR,1942,13.3,13.7,0,10.9,4,40.4,213.1,163,99.1,0,0,0,557.3,26.9,14.9,515.5,0
JHAJJAR,1943,2.2,0,0,8.9,1.3,7.5,94.9,64,77.5,0,0,0,256.3,2.2,10.3,243.9,0
JHAJJAR,1944,14.2,6.3,15.6,3,0,15.5,38.2,48.3,0,30.5,0,0,171.7,20.6,18.6,102,30.5
JHAJJAR,1945,29.2,0,0,0.4,13,48,126.1,110.7,243.4,0.3,0,0,571,29.2,13.4,528.1,0.3
JHAJJAR,1946,0,12.5,0,0,16.3,69.7,89,256.2,7.9,13.1,0,6.9,471.4,12.5,16.3,422.8,19.9
JHAJJAR,1947,3.2,7.4,8.9,0,0,0,,21.6,99.3,0,0,1.2,,10.6,8.9,,1.2
JHAJJAR,1948,12.5,4.6,5.4,0,0,9.4,82.6,67.4,14.1,0,0,0,196,17.1,5.4,173.4,0
JHAJJAR,1949,0.8,1.3,0,0,0,1.9,88.8,4.7,31,0,0,0,128.6,2.2,0,126.5,0
JHAJJAR,1950,4.4,2.5,5.9,0,3.1,1,178.9,84.8,64.8,0,0,0,345.6,7,9,329.6,0
JHAJJAR,1951,1.3,0,3.6,12,9.2,13.9,56,74.3,52.5,0,17.4,0,240.2,1.3,24.8,196.7,17.4
JHAJJAR,1952,2.3,23.5,2,2.7,2.7,30.4,84.7,272,0,0,0,0,420.4,25.8,7.4,387.1,0
JHAJJAR,1953,28.1,0,0,0,0.4,25,246.5,95.4,26.8,0,0,6.3,428.6,28.1,0.4,393.8,6.3
JHAJJAR,1954,7.9,45.9,9.1,0,1.5,1.5,144.1,7.7,69.5,85.6,0,0,372.9,53.8,10.7,222.8,85.6
JHAJJAR,1955,9.9,2.3,2.5,6.8,3.1,60.6,58.9,158.8,152.8,74.9,0,0.3,530.9,12.2,12.4,431.1,75.2
JHAJJAR,1956,7,0,6.6,0,3.6,15.9,113.4,87.4,9.1,97.3,7.3,0,347.5,7,10.2,225.7,104.6
JHAJJAR,1957,29.4,0,41.4,0,19.1,37.8,249.3,141.7,116.4,6.4,0,17,658.5,29.4,60.5,545.2,23.4
JHAJJAR,1958,0.5,0,6.2,0,0.8,32.1,174,137.8,234.1,15.7,1.9,6.6,609.5,0.5,7,578,24.1
JHAJJAR,1959,13.4,3,2.5,2.3,2.5,18.1,87.6,55.3,8.8,0,0,0,193.7,16.5,7.4,169.8,0
JHAJJAR,1960,2.8,0,25.5,1.8,1,12.9,210.2,374,27.1,23.5,0,1.3,679.9,2.8,28.2,624.1,24.8
JHAJJAR,1961,6.1,11.5,3.5,8.1,7.9,14,100,260,34.3,15.8,1.9,5.8,468.8,17.6,19.6,408.2,23.4
JHAJJAR,1962,7.7,1.3,6.2,0,1.9,6.4,41.4,72.2,112.3,0,0,1.5,250.8,9,8.1,232.2,1.5
JHAJJAR,1963,0,12,0,0.8,4.4,17.2,56.1,380.5,41.1,0,18.4,4,534.4,12,5.1,494.8,22.4
JHAJJAR,1964,0,0,0,0,1.7,3.6,345.9,159.6,43.8,0,0,3,557.6,0,1.7,552.9,3
JHAJJAR,1965,1.4,2.2,0.6,3.5,0,2.2,96,126.8,98.2,14.2,0,0,345.2,3.6,4.1,323.3,14.2
JHAJJAR,1966,,,,,,,,,,,,,,,,,
JHAJJAR,1967,,,,,,,,,,,,,,,,,
JHAJJAR,1968,16.4,7.6,6,0,4,15.9,104.5,61.7,0,0,0,0,216.1,24,10,182.1,0
JHAJJAR,1969,0,0.4,5.8,0,6.8,23.2,183.6,166.8,133.2,0,0,0,519.8,0.4,12.6,506.8,0
JHAJJAR,1970,28.2,38.3,17.3,0,11.8,79,38.7,203.8,88.8,1.9,0,0,508,66.6,29.1,410.4,1.9
JHAJJAR,1971,,,0.2,17.8,,8.8,121.1,,31.1,7.4,0,0,,,,,7.4
JHAJJAR,1972,7.6,3.1,8.3,3.6,0,13.4,77,165.2,6,2.4,38.3,0,324.9,10.7,11.9,261.6,40.7
JHAJJAR,1973,7,1.3,0,0,4.8,0,46.1,197.3,47.7,0,0,,,8.3,4.8,291,
JHAJJAR,1974,0,0,0,0,2.7,6.8,183.6,114.1,14.4,14.7,0,7.7,344.1,0,2.7,318.9,22.4
JHAJJAR,1975,27.4,,13.2,0,3.8,22.1,225.4,239.7,266.2,20.4,0,0,,,17,753.4,20.4
JHAJJAR,1976,0,20.8,4.7,6.5,17.8,108.8,183.7,416.5,0,0,0,0,758.7,20.8,28.9,709,0
JHAJJAR,1977,15.4,5,0,46.3,29.8,81.2,469.5,161.9,94,2.7,0,12.5,918.3,20.5,76.1,806.5,15.2
JHAJJAR,1978,0,17.8,8.9,5.4,0,36.9,137.9,0,73,,0,0,,17.8,14.2,247.9,
JHAJJAR,1979,10.2,25.1,,,,27.8,62.7,12,27.7,1,10.8,0.8,,35.2,,130.3,12.6
JHAJJAR,1980,5.9,2.4,15.9,0,5.4,27.3,216.7,51.2,34.5,1.3,1.3,6.4,368.4,8.4,21.3,329.7,9.1
JHAJJAR,1981,13.4,14.5,16.2,0,7,93.2,178.6,57.8,12.7,0,23.7,0,417.3,28,23.2,342.3,23.7
JHAJJAR,1982,24.8,11,53,23.4,50.5,24.3,112.5,152.1,0,2.5,0,11.4,465.4,35.8,126.9,288.9,13.9
JHAJJAR,1983,24.5,5.8,3.2,53.5,13.6,22.6,245.8,187.1,78,11.8,0,6.5,652.2,30.3,70.2,533.4,18.3
JHAJJAR,1984,0.3,3.3,0,1.8,0,3.5,174.1,192.4,67.4,0,0,0,442.8,3.6,1.8,437.4,0
JHAJJAR,1985,0,0,0,7.3,0,27.3,273.5,78.1,11.9,16,0,18.4,432.5,0,7.3,390.7,34.4
JHAJJAR,1986,9.4,11.3,11.4,0.7,35.1,7.7,81.1,85.3,48.2,0,0,0.4,290.6,20.7,47.1,222.3,0.4
JHAJJAR,1987,26.6,,7.7,1,34.7,5.5,10.4,72.4,24,0.3,0,5.1,,,43.3,112.3,5.4
JHAJJAR,1988,0,9.8,27.1,0,1.3,58.4,136.1,230.6,82.5,0,0,0,545.7,9.8,28.5,507.5,0
JHAJJAR,1989,8.2,0,7.2,0,0,0.5,41.4,76.1,19.7,0,4.2,1.5,158.7,8.2,7.2,137.7,5.7
JHAJJAR,1990,0,68.6,0,3.3,18.8,14.2,144,42,181.9,0,19.2,19.3,511.4,68.6,22.2,382.1,38.6
JHAJJAR,1991,0,10.8,0,10,9.8,23.2,46.9,207.5,26.5,0,0,7.1,341.8,10.8,19.8,304.1,7.1
JHAJJAR,1992,20.3,10.2,0,1.1,0.3,9.6,108.7,138.4,22.8,0,3.2,0,314.5,30.5,1.5,279.4,3.2
JHAJJAR,1993,0.6,14.9,1.5,0,1.4,1.4,307.6,24.1,127,0,0,0,478.5,15.4,2.9,460.1,0
JHAJJAR,1994,22.5,2.5,0,5.9,3,63.8,357.8,128.3,15.3,0,0,0,599.1,25,8.8,565.2,0
JHAJJAR,1995,46,20.3,10.4,4.3,0,38.5,111.8,364.6,203.1,0,0,0,799.1,66.4,14.8,718,0
JHAJJAR,1996,9.6,2.7,1,0,0,63,89.1,231.7,170,12.7,0,0,579.7,12.3,1,553.8,12.7
JHAJJAR,1997,2.8,0,13,11.7,39.6,64.1,79.2,162.5,27.8,49.8,10.5,27.8,488.9,2.8,64.3,333.6,88.2
JHAJJAR,1998,0,19.8,29.2,8,5,30.3,93.8,107.7,124.2,45.5,5.8,,,19.8,42.2,355.9,
JHAJJAR,1999,8.3,0,2,0,4.5,21.9,93.1,25.3,16.7,0,0,0,171.9,8.3,6.5,157.1,0
JHAJJAR,2000,9.7,30,0.4,0.5,23.8,43.2,105.6,135.6,2.8,0,0,0,351.6,39.7,24.7,287.2,0
JHAJJAR,2001,15.8,4.5,6.7,13.7,71.5,64.8,105.8,16.7,1,20.2,0,0,320.6,20.3,91.8,188.3,20.2
JHAJJAR,2002,2.5,17.2,0,0,82.4,1.8,2.2,82.4,70.8,0,0,9.8,269.1,19.7,82.4,157.2,9.8
JHAJJAR,2003,21.2,21.2,0.8,0,1,1.8,251.3,199.6,74.2,0,0,5,576.1,42.4,1.8,526.9,5
JHAJJAR,2004,14.8,0,0,11.2,43.5,28.8,11,176.2,8.8,30.8,0,0,325.1,14.8,54.7,224.8,30.8
JHAJJAR,2005,2,30.8,26.5,0,5.5,64.8,236.5,30,141.2,0,0,0,537.3,32.8,32,472.5,0
JHAJJAR,2006,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
JHAJJAR,2007,0,42,38.2,2.7,19.7,78.5,70.5,71.5,48.8,0,0,0,371.8,42,60.5,269.3,0
JHAJJAR,2008,0,0,0,17.3,90,,115,222.6,134.2,,0,0,,0,107.3,,
JHAJJAR,2009,1,0,5,3.2,,14,105.4,96.8,201.2,0,0,,,1,,417.4,
JHAJJAR,2010,2.6,6.4,0,0.8,3.4,5,100.2,260.2,147,0,1.2,5,531.8,9,4.2,512.4,6.2
