DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
AMBALA,1974,2.8,20.2,9.4,1.4,18.2,63.5,236.1,222.6,28.4,13.7,0,42.8,659,23,29,550.5,56.5
AMBALA,1975,45,13.8,6.5,0.5,2,207.8,271.2,313.6,191.4,6.6,0,0,1058.3,58.7,8.9,984.1,6.6
AMBALA,1976,23.4,37.3,14.8,1.4,74.6,155.9,346.5,388.5,56.3,0.3,0,0.1,1099,60.7,90.7,947.2,0.4
AMBALA,1977,34.8,1.4,3.4,25.4,35.3,45.2,287.5,240.1,195.1,28.7,0,78.7,975.4,36.2,64.1,767.8,107.3
AMBALA,1978,2.5,37,113.1,3.7,4,141.2,374.9,201.4,108.3,10.9,17.3,3.8,1018,39.5,120.7,825.9,32
AMBALA,1979,62.8,79.3,7,2.2,33.9,46.5,273.8,30.8,42.7,0,4.2,14,597.2,142.1,43.1,393.8,18.2
AMBALA,1980,24.5,11.3,33.2,3.4,2.7,98.1,330.8,288.7,90.1,34.9,22.3,41.8,981.7,35.8,39.3,807.7,99
AMBALA,1981,67.8,8.6,66,3.5,15.2,72.9,299.8,178.6,85.1,0,83.2,7,887.7,76.5,84.7,636.4,90.2
AMBALA,1982,41.5,50.3,183.5,66.1,67.1,48.3,274.5,179.9,3.9,7.1,6.3,49.3,977.7,91.8,316.7,506.6,62.7
AMBALA,1983,106.5,24.5,34,118.5,84.5,20,328,644.5,113,20,0,5,1498.5,131,237,1105.5,25
AMBALA,1984,,100,0,2,0,385,317,222,169,0,0,8,,,2,1093,8
AMBALA,1985,7.5,0.7,3.6,6.3,9.2,68.8,369.6,298.1,135.7,104.4,0,72.5,1076.5,8.2,19.1,872.2,176.9
AMBALA,1986,0,48.8,33.4,11.5,53.4,108.3,274.2,324.4,161.3,21.9,7.4,51.3,1096,48.8,98.4,868.2,80.6
AMBALA,1987,24.5,50.4,18.6,1.6,103.5,81.5,41.6,191.1,37.3,23.7,0,9.1,582.8,74.9,123.8,351.4,32.8
AMBALA,1988,3.8,33.6,42.5,1.4,13.1,101.7,613.5,405.8,306.2,0,0,65.7,1587.2,37.3,57,1427.2,65.7
AMBALA,1989,61.8,1.7,42.7,2.7,21.6,91.3,252.1,483.5,65.3,0,25,35.2,1082.7,63.5,66.9,892.2,60.2
AMBALA,1990,0,104.4,15.2,0.2,26.2,40.9,546.8,209,386.5,8.6,13.1,88.3,1439.3,104.4,41.6,1183.2,110
AMBALA,1991,0,84.9,8.8,21.7,9.8,117.3,142.3,179.6,114.7,0,0.5,53.5,733.1,84.9,40.3,553.9,54
AMBALA,1992,26.8,44.3,0,0,10.8,46.8,215.5,520.3,85.9,1.6,19.3,0,971.5,71.2,10.8,868.6,21
AMBALA,1993,30,32,45.8,10.1,24.5,70.2,360.9,35.3,371.4,0,0.1,0,980.2,62,80.3,837.8,0.1
AMBALA,1994,38.4,60.5,0.1,17.6,12.1,90.3,481.4,310.5,91.2,0,0,0.6,1102.8,98.9,29.8,973.4,0.6
AMBALA,1995,80.7,49.4,31.2,11.6,0,80.8,416.2,720.6,259.1,0.1,0.6,0.3,1650.6,130.1,42.8,1476.7,1
AMBALA,1996,48.3,92.6,28.5,0.8,3,145.7,176.9,520.3,258.5,25.6,0,0,1300.2,140.9,32.3,1101.3,25.6
AMBALA,1997,20.7,6.4,13.9,58.6,19.1,107.7,300.1,379.9,76.6,36.1,13.9,99.4,1132.6,27.2,91.6,864.4,149.4
AMBALA,1998,1.4,38.2,59.1,62.2,23.9,252.3,408.2,211.1,253.4,123.7,17.1,0,1450.6,39.7,145.2,1125,140.8
AMBALA,1999,67.3,1.8,2,0,21.4,115.5,431.4,333.3,134.3,5.4,0,0,1112.4,69,23.4,1014.5,5.4
AMBALA,2000,36.3,53.2,9.6,0.2,55.9,223.2,403.9,149.9,85.4,0,0,0,1017.6,89.6,65.7,862.4,0
AMBALA,2001,20.5,0.8,21.8,24.3,54.3,149.2,505.3,215.6,13.5,17.1,0,6.3,1028.7,21.3,100.4,883.6,23.4
AMBALA,2002,5.8,51.6,80.9,9.4,25.4,46.2,115,361.9,294.6,7.9,0,0.4,999,57.4,115.6,817.7,8.4
AMBALA,2003,39.4,70.8,13.1,9.7,6.8,111,276.5,302,181.5,0,0.9,13,1024.9,110.2,29.6,871.1,13.9
AMBALA,2004,78.6,2.3,0,19.3,77.3,150.8,113,510.4,74.9,79.8,0,2,1108.4,80.8,96.6,849,81.9
AMBALA,2005,34.1,55.6,50.9,2.1,13.8,96.5,411.8,192.6,217.1,0,0,0,1074.5,89.7,66.8,918,0
AMBALA,2006,13.3,0,59,4.2,82.3,61.8,346.6,111.1,41,8.5,2.8,7.6,738.2,13.3,145.5,560.5,18.9
AMBALA,2007,0,172.4,114.5,6,20,122.3,117.2,216.4,52.7,0.1,0.3,2.6,824.4,172.4,140.4,508.6,3
AMBALA,2008,12,1.2,0,20,85.7,211.4,269.4,284.9,158,10,2.5,0,1054.9,13.2,105.6,923.7,12.5
AMBALA,2009,6.2,19.1,8.3,14.1,20.1,44.9,184.1,163.3,357.8,13,0.1,0.1,830.8,25.3,42.5,750,13.1
AMBALA,2010,8.1,15.5,0.5,0,16,96,577,318.7,427,9.3,1.4,39.8,1509.2,23.6,16.5,1418.7,50.4
